# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 2M of event 'cycles:Pu'
# Event count (approx.): 805584345537
#
#     Self  Symbol                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [.] 0x00007eff5d6e8a04                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007eff5d6e8a04                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007eff5d6e8a0c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007eff5d6e8a0c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a482848d0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a482848d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a482848da                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284910                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284918                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284950                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284966                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284977                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f0a48284986                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f32f42158d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f32f42159a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f444ef818d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f444ef818da                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f444ef819d2                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f706e0ed8d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f706e0ed910                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f7e0998e8d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f7e0998e8da                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f7e0998e93a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f7e0998e9db                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007f952ae3c8d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b08d0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b08d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b091a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b0921                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b0950                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fa5040b09db                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df8d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df8e1                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df8e9                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df93a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df950                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df966                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb0055df986                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb8003d58d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fb8003d59a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fed2be898d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fed2be89966                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf73218d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf73218da                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf7321910                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf732193a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf7321950                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf732199b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007fedf73219d2                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007ffcfa331510                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00007ffefa5f2de0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000090e98f1e0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000090e998630000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000090e9af09a000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000090e9f665e000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000090ea2cff0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000a34e0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000af610043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000d96b0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000dea00043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000dfdb0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000e4b60043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000e5590043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000f2b90043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000f8480043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000fa840043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000fd5e0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000fe870043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000106e80043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00010e8e0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000111630043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000131e10043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000141080043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000149700043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000193230043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0001c2600043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0001c6470043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0001d6aa0043f6d5                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0003982484894c00                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0003f28cb71571c7                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0008fe84aadfd91d                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000f8cad7fcae85e                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0011b39ce4a50ad7                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001228888b481824                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001380482d091127                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0013bb11df6bc50f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00164695f8dded9b                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0018a9ba03720c9c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0018d43bc81d2427                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001a6debac7df114                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001a6defab8f5049                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001a6defc94d83a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x001a6df31c1ebb1c                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x002212ea1a9433a8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0025999cb184b2f8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0025bb0015b21605                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x002b71ae4cf365d7                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x002cdb23ccb08cf0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0030000000000040                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0033762d34362d36                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00378b5cf95dcf61                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0041c40575010037                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0041c40575010038                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0041c4057501003a                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00448798000010e9                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00477859af852a73                                                                                                                                                                                                                                                                                                                                                                                     -      -            
