# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 953K of event 'cycles:P'
# Event count (approx.): 650593805987
#
#     Self  Symbol                                                                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [.] 0x00003b5cbf100000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cbf343d88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cbf344000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cbf77a870                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5cc0349960                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc0dfdbe8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc0e4bbe8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5cc1357258                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc1358e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc2930000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc3b66adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc4ee89f8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc4ee8a60                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc4eea077                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc6a740a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc707ea80                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc85d0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cc8a7dda0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccbbbaadf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccc48a3ef                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccc956e10                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccc956e48                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cccb405f0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cccb40b38                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cccc85cff                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cccc86c50                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccda0ddf8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5ccdb471e0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdb48adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdb49c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdb49cd8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdbb2f1f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdbb3360                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccdd86688                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccded6e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cce1bae10                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cce23e880                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cce6b30c8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccf6b71d8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccfa9ab40                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ccfcabcff                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd0062d68                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd15d8598                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd1b43d70                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd1e32d30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd1e36000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd1f84a80                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd1f87c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd205ae57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd21c7688                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2216870                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2219360                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2250e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd25e93f0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd25eaadf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd279ae57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2964680                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5cd296560f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2966e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2a08b40                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2a0960f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd2ecce57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd3078e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd364b350                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd364b5a0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd3bbeb30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd3bc1c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd3c88000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd46b0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd56e4be0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd56e7a90                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd56e8000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd5714e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd6074970                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd6800730                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd6a22be0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd6ea6e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5cd6f85297                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd71ae460                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd7316adf                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd7845c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5cd7b08e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cd8f33c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cda5750e0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdaf7b0c8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdda68d68                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdddcc410                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cde2d3c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdea04a90                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdea063ef                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdea08000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdfae6d30                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5cdfb0af40                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce03af60f                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce08cbc88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5ce0a46da8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0a46fd8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0b0d360                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0b24fe0                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0c53c88                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0d99df8                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce0ec8e57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce133ce57                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5ce1f9d220                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0x00003b5ce1fa0000                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00003b5ce2044b40                                                                                                                                                                                                                                                                                                                                                                                     -      -            
